Date,BTC-USD,ETH-USD,GC=F,^GSPC,^IXIC
2019-10-01,8343.2763671875,177.34042358398438,1482.0,2940.25,7908.68017578125
2019-10-02,8393.0419921875,180.71051025390625,1501.0,2887.610107421875,7785.25
2019-10-03,8259.9921875,175.1993408203125,1507.0999755859375,2910.6298828125,7872.259765625
2019-10-04,8205.939453125,176.98500061035156,1506.199951171875,2952.010009765625,7982.47021484375
2019-10-05,8151.50048828125,176.3515167236328,1506.199951171875,2952.010009765625,7982.47021484375
2019-10-06,7988.15576171875,173.05914306640625,1506.199951171875,2952.010009765625,7982.47021484375
2019-10-07,8245.623046875,181.18634033203125,1497.699951171875,2938.7900390625,7956.2900390625
2019-10-08,8228.783203125,182.0215606689453,1497.199951171875,2893.06005859375,7823.77978515625
2019-10-09,8595.740234375,193.2932586669922,1506.0999755859375,2919.39990234375,7903.740234375
2019-10-10,8586.4736328125,191.65966796875,1494.800048828125,2938.1298828125,7950.77978515625
2019-10-11,8321.7568359375,182.56968688964844,1482.699951171875,2970.27001953125,8057.0400390625
2019-10-12,8336.5556640625,180.82664489746094,1482.699951171875,2970.27001953125,8057.0400390625
2019-10-13,8321.005859375,182.0751495361328,1482.699951171875,2970.27001953125,8057.0400390625
2019-10-14,8374.6865234375,186.96090698242188,1491.699951171875,2966.14990234375,8048.64990234375
2019-10-15,8205.369140625,181.40606689453125,1477.5999755859375,2995.679931640625,8148.7099609375
2019-10-16,8047.52685546875,176.0135040283203,1488.0,2989.68994140625,8124.18017578125
2019-10-17,8103.9111328125,178.02835083007812,1492.300048828125,2997.949951171875,8156.85009765625
2019-10-18,7973.20751953125,173.621337890625,1488.199951171875,2986.199951171875,8089.5400390625
2019-10-19,7988.560546875,172.91302490234375,1488.199951171875,2986.199951171875,8089.5400390625
2019-10-20,8222.078125,175.5343780517578,1488.199951171875,2986.199951171875,8089.5400390625
2019-10-21,8243.720703125,174.92098999023438,1482.4000244140625,3006.719970703125,8162.990234375
2019-10-22,8078.203125,172.3008575439453,1481.699951171875,2995.989990234375,8104.2998046875
2019-10-23,7514.671875,162.4027862548828,1489.9000244140625,3004.52001953125,8119.7900390625
2019-10-24,7493.48876953125,162.16854858398438,1498.9000244140625,3010.2900390625,8185.7998046875
2019-10-25,8660.7001953125,181.52320861816406,1499.5,3022.550048828125,8243.1201171875
2019-10-26,9244.97265625,179.83547973632812,1499.5,3022.550048828125,8243.1201171875
2019-10-27,9551.71484375,184.24221801757812,1499.5,3022.550048828125,8243.1201171875
2019-10-28,9256.1484375,182.66281127929688,1490.0,3039.419921875,8325.990234375
2019-10-29,9427.6875,190.3425750732422,1487.0,3036.889892578125,8276.849609375
2019-10-30,9205.7265625,184.69216918945312,1493.199951171875,3046.77001953125,8303.98046875
2019-10-31,9199.5849609375,183.9669189453125,1511.4000244140625,3037.56005859375,8292.3603515625
2019-11-01,9261.1044921875,183.9698944091797,1508.0,3066.909912109375,8386.400390625
2019-11-02,9324.7177734375,183.92572021484375,1508.0,3066.909912109375,8386.400390625
2019-11-03,9235.3544921875,182.42501831054688,1508.0,3066.909912109375,8386.400390625
2019-11-04,9412.6123046875,186.35519409179688,1508.0,3078.27001953125,8433.2001953125
2019-11-05,9342.52734375,189.30416870117188,1480.800048828125,3074.6201171875,8434.6796875
2019-11-06,9360.8798828125,191.59384155273438,1490.199951171875,3076.780029296875,8410.6298828125
2019-11-07,9267.5615234375,187.97654724121094,1464.199951171875,3085.179931640625,8434.51953125
2019-11-08,8804.880859375,184.2114715576172,1461.300048828125,3093.080078125,8475.3095703125
2019-11-09,8813.58203125,185.02871704101562,1461.300048828125,3093.080078125,8475.3095703125
2019-11-10,9055.5263671875,189.47727966308594,1461.300048828125,3093.080078125,8475.3095703125
2019-11-11,8757.7880859375,185.48963928222656,1455.5,3087.010009765625,8464.2802734375
2019-11-12,8815.662109375,186.84341430664062,1452.0999755859375,3091.840087890625,8486.08984375
2019-11-13,8808.2626953125,188.2587432861328,1461.699951171875,3094.0400390625,8482.099609375
2019-11-14,8708.0947265625,185.9996337890625,1471.800048828125,3096.6298828125,8479.01953125
2019-11-15,8491.9921875,180.52117919921875,1467.300048828125,3120.4599609375,8540.830078125
2019-11-16,8550.7607421875,183.34835815429688,1467.300048828125,3120.4599609375,8540.830078125
2019-11-17,8577.9755859375,185.11923217773438,1467.300048828125,3120.4599609375,8540.830078125
2019-11-18,8309.2861328125,180.55960083007812,1470.9000244140625,3122.030029296875,8549.9404296875
2019-11-19,8206.1455078125,177.45555114746094,1473.300048828125,3120.179931640625,8570.66015625
2019-11-20,8027.26806640625,175.69834899902344,1473.300048828125,3108.4599609375,8526.73046875
2019-11-21,7642.75,161.4627227783203,1463.0999755859375,3103.5400390625,8506.2099609375
2019-11-22,7296.57763671875,150.26817321777344,1463.0999755859375,3110.2900390625,8519.8798828125
2019-11-23,7397.796875,153.41778564453125,1463.0999755859375,3110.2900390625,8519.8798828125
2019-11-24,7047.9169921875,142.83470153808594,1463.0999755859375,3110.2900390625,8519.8798828125
2019-11-25,7146.1337890625,146.47653198242188,1456.5999755859375,3133.639892578125,8632.490234375
2019-11-26,7218.37109375,148.96507263183594,1459.800048828125,3140.52001953125,8647.9296875
2019-11-27,7531.66357421875,153.01055908203125,1453.4000244140625,3153.6298828125,8705.1796875
2019-11-28,7463.10595703125,151.7175750732422,1453.4000244140625,3153.6298828125,8705.1796875
2019-11-29,7761.24365234375,155.3041534423828,1465.5999755859375,3140.97998046875,8665.4697265625
2019-11-30,7569.6298828125,152.53968811035156,1465.5999755859375,3140.97998046875,8665.4697265625
2019-12-01,7424.29248046875,151.18572998046875,1465.5999755859375,3140.97998046875,8665.4697265625
2019-12-02,7321.98828125,149.0591583251953,1462.300048828125,3113.8701171875,8567.990234375
2019-12-03,7320.1455078125,147.9564208984375,1478.199951171875,3093.199951171875,8520.6396484375
2019-12-04,7252.03466796875,146.74774169921875,1474.0,3112.760009765625,8566.669921875
2019-12-05,7448.3076171875,149.24899291992188,1476.9000244140625,3117.429931640625,8570.7001953125
2019-12-06,7546.99658203125,149.19444274902344,1459.0999755859375,3145.909912109375,8656.5302734375
2019-12-07,7556.23779296875,148.76815795898438,1459.0999755859375,3145.909912109375,8656.5302734375
2019-12-08,7564.34521484375,151.2647247314453,1459.0999755859375,3145.909912109375,8656.5302734375
2019-12-09,7400.8994140625,148.2251739501953,1459.300048828125,3135.9599609375,8621.830078125
2019-12-10,7278.11962890625,146.2670440673828,1462.5999755859375,3132.52001953125,8616.1796875
2019-12-11,7217.42724609375,143.60800170898438,1469.4000244140625,3141.6298828125,8654.0498046875
2019-12-12,7243.13427734375,145.60400390625,1466.699951171875,3168.570068359375,8717.3203125
2019-12-13,7269.6845703125,144.9447479248047,1475.5999755859375,3168.800048828125,8734.8798828125
2019-12-14,7124.673828125,142.86923217773438,1475.5999755859375,3168.800048828125,8734.8798828125
2019-12-15,7152.3017578125,143.114990234375,1475.5999755859375,3168.800048828125,8734.8798828125
2019-12-16,6932.48046875,133.61402893066406,1475.0,3191.449951171875,8814.23046875
2019-12-17,6640.51513671875,122.60388946533203,1474.5999755859375,3192.52001953125,8823.3603515625
2019-12-18,7276.802734375,133.09219360351562,1472.5999755859375,3191.139892578125,8827.740234375
2019-12-19,7202.84423828125,129.32113647460938,1478.199951171875,3205.3701171875,8887.2197265625
2019-12-20,7218.81640625,129.06605529785156,1474.699951171875,3221.219970703125,8924.9599609375
2019-12-21,7191.15869140625,128.13095092773438,1474.699951171875,3221.219970703125,8924.9599609375
2019-12-22,7511.5888671875,132.3725128173828,1474.699951171875,3221.219970703125,8924.9599609375
2019-12-23,7355.62841796875,128.6140899658203,1482.5,3224.010009765625,8945.650390625
2019-12-24,7322.5322265625,129.0638885498047,1499.0999755859375,3223.3798828125,8952.8798828125
2019-12-25,7275.15576171875,126.45463562011719,1499.0999755859375,3223.3798828125,8952.8798828125
2019-12-26,7238.966796875,126.36122131347656,1509.300048828125,3239.909912109375,9022.3896484375
2019-12-27,7290.08837890625,127.21460723876953,1513.800048828125,3240.02001953125,9006.6201171875
2019-12-28,7317.990234375,128.3227081298828,1513.800048828125,3240.02001953125,9006.6201171875
2019-12-29,7422.65283203125,134.7579803466797,1513.800048828125,3240.02001953125,9006.6201171875
2019-12-30,7292.9951171875,132.63348388671875,1514.5,3221.2900390625,8945.990234375
2019-12-31,7193.59912109375,129.61085510253906,1519.5,3230.780029296875,8972.599609375
2020-01-01,7200.17431640625,130.802001953125,1519.5,3230.780029296875,8972.599609375
2020-01-02,6985.47021484375,127.4101791381836,1524.5,3257.85009765625,9092.1904296875
2020-01-03,7344.88427734375,134.1717071533203,1549.199951171875,3234.85009765625,9020.76953125
2020-01-04,7410.65673828125,135.06936645507812,1549.199951171875,3234.85009765625,9020.76953125
2020-01-05,7411.3173828125,136.2767791748047,1549.199951171875,3234.85009765625,9020.76953125
2020-01-06,7769.21923828125,144.3041534423828,1566.199951171875,3246.280029296875,9071.4697265625
2020-01-07,8163.6923828125,143.5439910888672,1571.800048828125,3237.179931640625,9068.580078125
2020-01-08,8079.86279296875,141.2581329345703,1557.4000244140625,3253.050048828125,9129.240234375
2020-01-09,7879.0712890625,138.9792022705078,1551.699951171875,3274.699951171875,9203.4296875
2020-01-10,8166.55419921875,143.96377563476562,1557.5,3265.35009765625,9178.8603515625
2020-01-11,8037.53759765625,142.92710876464844,1557.5,3265.35009765625,9178.8603515625
2020-01-12,8192.494140625,145.87393188476562,1557.5,3265.35009765625,9178.8603515625
2020-01-13,8144.1943359375,144.22659301757812,1548.4000244140625,3288.1298828125,9273.9296875
2020-01-14,8827.7646484375,165.95535278320312,1542.4000244140625,3283.14990234375,9251.330078125
2020-01-15,8807.0107421875,166.23068237304688,1552.0999755859375,3289.2900390625,9258.7001953125
2020-01-16,8723.7861328125,164.39100646972656,1549.0,3316.81005859375,9357.1298828125
2020-01-17,8929.0380859375,170.7799530029297,1558.800048828125,3329.6201171875,9388.9404296875
2020-01-18,8942.80859375,175.3656768798828,1558.800048828125,3329.6201171875,9388.9404296875
2020-01-19,8706.2451171875,166.9698486328125,1558.800048828125,3329.6201171875,9388.9404296875
2020-01-20,8657.642578125,167.12051391601562,1558.800048828125,3329.6201171875,9388.9404296875
2020-01-21,8745.89453125,169.69715881347656,1556.4000244140625,3320.7900390625,9370.8095703125
2020-01-22,8680.8759765625,168.29415893554688,1555.300048828125,3321.75,9383.76953125
2020-01-23,8406.515625,162.92855834960938,1564.5999755859375,3325.5400390625,9402.48046875
2020-01-24,8445.4345703125,163.05117797851562,1571.0999755859375,3295.469970703125,9314.91015625
2020-01-25,8367.84765625,161.283935546875,1571.0999755859375,3295.469970703125,9314.91015625
2020-01-26,8596.830078125,168.0771026611328,1571.0999755859375,3295.469970703125,9314.91015625
2020-01-27,8909.8193359375,170.93089294433594,1576.800048828125,3243.6298828125,9139.3095703125
2020-01-28,9358.58984375,176.3703155517578,1569.199951171875,3276.239990234375,9269.6796875
2020-01-29,9316.6298828125,175.0503387451172,1569.800048828125,3273.39990234375,9275.16015625
2020-01-30,9508.9931640625,184.6904754638672,1583.5,3283.659912109375,9298.9296875
2020-01-31,9350.529296875,180.16017150878906,1582.9000244140625,3225.52001953125,9150.9404296875
2020-02-01,9392.875,183.6739501953125,1582.9000244140625,3225.52001953125,9150.9404296875
2020-02-02,9344.365234375,188.61753845214844,1582.9000244140625,3225.52001953125,9150.9404296875
2020-02-03,9293.521484375,189.8650665283203,1577.199951171875,3248.919921875,9273.400390625
2020-02-04,9180.962890625,189.25059509277344,1550.4000244140625,3297.590087890625,9467.9697265625
